,CustomerId,Balance,NumOfProducts,HasCrCard,Tenure_x,IsActiveMember,Exited,CreditScore,Geography,Gender,Age,EstimatedSalary,Age Group,Tenure Group,Salary Group,Balance Group,Credit score Group
8313,15750121,0,1,0,3,0,0,639,France,Male,38,42862,Working class,Short term cust,low earner,Very low balance,Good score
8314,15734177,0,2,1,4,1,0,643,France,Male,33,152992,Working class,Short term cust,High earner,Very low balance,Good score
8315,15781347,0,2,1,1,1,0,600,France,Female,41,91193,Working class,Short term cust,Fair earner,Very low balance,Good score
8316,15592025,0,2,1,7,1,0,651,France,Male,53,130132,Working class,Long term cust,High earner,Very low balance,High score
8317,15670163,0,2,0,4,0,0,666,France,Female,27,88751,Student,Short term cust,Fair earner,Very low balance,High score
8318,15765402,145644,1,0,6,0,0,520,France,Female,39,104118,Working class,Long term cust,High earner,low balance,Good score
8319,15624343,129667,1,0,7,0,0,650,Spain,Female,50,42028,Working class,Long term cust,low earner,low balance,High score
8320,15602354,109341,1,0,3,0,0,564,Germany,Male,33,75632,Working class,Short term cust,Fair earner,low balance,Good score
8321,15579183,0,2,1,1,1,0,586,France,Male,64,53710,Working class,Short term cust,Fair earner,Very low balance,Good score
8322,15584899,0,2,1,5,1,0,617,France,Female,35,13066,Working class,Short term cust,low earner,Very low balance,Good score
8323,15723658,0,2,0,6,0,0,712,Spain,Female,30,152417,Working class,Long term cust,High earner,Very low balance,High score
8324,15803965,87485,1,1,3,1,0,654,France,Male,55,3299,Working class,Short term cust,low earner,low balance,High score
8325,15682489,0,2,0,9,0,0,605,France,Male,27,198091,Student,Long term cust,High earner,Very low balance,Good score
8326,15813645,53369,1,1,0,1,0,491,France,Female,36,103934,Working class,Short term cust,High earner,low balance,Good score
8327,15766787,0,2,1,9,1,0,707,France,Female,35,70403,Working class,Long term cust,Fair earner,Very low balance,High score
8328,15687171,146679,1,0,5,0,0,638,Spain,Male,34,102179,Working class,Short term cust,High earner,low balance,Good score
8329,15690744,112499,2,0,2,0,0,683,France,Male,43,30375,Working class,Short term cust,low earner,low balance,High score
8330,15707974,48387,1,0,2,0,0,815,Spain,Female,38,184796,Working class,Short term cust,High earner,Very low balance,High score
8331,15673084,68079,1,1,1,1,0,645,Spain,Male,38,166264,Working class,Short term cust,High earner,low balance,Good score
8332,15814772,160133,1,1,4,1,0,645,Germany,Male,49,88391,Working class,Short term cust,Fair earner,Fair balance,Good score
8333,15743709,66190,1,1,4,1,0,683,France,Male,30,115186,Working class,Short term cust,High earner,low balance,High score
8334,15610343,0,2,1,10,1,1,705,France,Female,37,13935,Working class,Long term cust,low earner,Very low balance,High score
8335,15737414,123761,1,0,4,0,0,647,France,Male,35,83910,Working class,Short term cust,Fair earner,low balance,Good score
8336,15788480,122325,1,0,0,0,1,786,Germany,Female,33,34712,Working class,Short term cust,low earner,low balance,High score
8337,15568519,0,2,0,9,0,0,534,France,Male,41,13871,Working class,Long term cust,low earner,Very low balance,Good score
8338,15792453,138912,1,1,1,1,0,602,Spain,Female,42,139494,Working class,Short term cust,High earner,low balance,Good score
8339,15658100,0,2,1,0,1,0,695,France,Female,42,140724,Working class,Short term cust,High earner,Very low balance,High score
8340,15695197,128524,2,0,7,0,0,553,Germany,Female,25,20682,Student,Long term cust,low earner,low balance,Good score
8341,15749807,0,2,0,3,0,0,516,Spain,Female,31,124202,Working class,Short term cust,High earner,Very low balance,Good score
8342,15773876,0,2,0,3,0,0,655,France,Female,34,159638,Working class,Short term cust,High earner,Very low balance,High score
8343,15591698,132934,1,0,9,0,1,849,Germany,Female,49,171056,Working class,Long term cust,High earner,low balance,High score
8344,15712813,150805,3,1,3,1,1,520,Germany,Male,43,25333,Working class,Short term cust,low earner,low balance,Good score
8345,15763898,0,2,1,3,1,0,568,Spain,Female,46,29372,Working class,Short term cust,low earner,Very low balance,Good score
8346,15793324,0,3,1,9,1,0,695,Spain,Male,32,38533,Working class,Long term cust,low earner,Very low balance,High score
8347,15757759,165969,3,0,7,0,1,807,Spain,Female,28,156122,Student,Long term cust,High earner,Fair balance,High score
8348,15796230,124495,3,1,2,1,1,642,Germany,Female,36,57904,Working class,Short term cust,Fair earner,low balance,Good score
8349,15611729,141559,1,1,1,1,1,703,Germany,Male,39,31257,Working class,Short term cust,low earner,low balance,High score
8350,15709531,114756,1,0,2,0,0,556,France,Male,38,193214,Working class,Short term cust,High earner,low balance,Good score
8351,15650751,0,2,1,6,1,0,585,France,Female,30,137757,Working class,Long term cust,High earner,Very low balance,Good score
8352,15641413,155393,2,0,7,0,1,587,Germany,Female,49,13308,Working class,Long term cust,low earner,Fair balance,Good score
8353,15753840,0,1,1,6,1,1,524,Spain,Female,32,132861,Working class,Long term cust,High earner,Very low balance,Good score
8354,15669994,128663,2,0,1,0,0,556,Germany,Female,31,125083,Working class,Short term cust,High earner,low balance,Good score
8355,15695301,113522,1,1,4,1,0,504,Spain,Male,44,12405,Working class,Short term cust,low earner,low balance,Good score
8356,15792004,0,2,0,3,0,0,731,Spain,Female,26,37697,Student,Short term cust,low earner,Very low balance,High score
8357,15603035,0,2,1,3,1,0,651,France,Male,34,105599,Working class,Short term cust,High earner,Very low balance,High score
8358,15717286,79035,1,0,8,0,1,675,Spain,Female,40,142783,Working class,Long term cust,High earner,low balance,High score
8359,15577107,0,3,1,6,1,1,657,Spain,Female,22,168412,Student,Long term cust,High earner,Very low balance,High score
8360,15754747,141918,2,1,9,1,0,686,Germany,Male,33,184036,Working class,Long term cust,High earner,low balance,High score
8361,15705676,107944,2,0,9,0,0,690,France,Female,35,48478,Working class,Long term cust,low earner,low balance,High score
8362,15751912,0,2,1,7,1,0,567,France,Male,36,3896,Working class,Long term cust,low earner,Very low balance,Good score
8363,15677336,120043,1,0,1,0,1,557,Germany,Male,57,132370,Working class,Short term cust,High earner,low balance,Good score
8364,15684395,125191,1,1,10,1,1,446,Spain,Female,45,128260,Working class,Long term cust,High earner,low balance,low score
8365,15659949,96399,2,0,1,0,0,850,France,Male,31,106534,Working class,Short term cust,High earner,low balance,High score
8366,15812422,0,2,1,2,1,0,637,France,Male,41,102515,Working class,Short term cust,High earner,Very low balance,Good score
8367,15806941,76961,2,1,7,1,0,499,France,Male,60,83643,Working class,Long term cust,Fair earner,low balance,Good score
8368,15637690,98675,1,0,7,0,1,622,Germany,Female,34,138906,Working class,Long term cust,High earner,low balance,Good score
8369,15632882,126817,2,1,1,1,1,684,Germany,Male,37,29995,Working class,Short term cust,low earner,low balance,High score
8370,15807107,121394,1,0,3,0,0,612,France,Male,32,164081,Working class,Short term cust,High earner,low balance,Good score
8371,15661034,106059,1,0,5,0,1,813,Germany,Female,29,187976,Student,Short term cust,High earner,low balance,High score
8372,15811958,112755,2,0,2,0,0,850,Germany,Male,44,158171,Working class,Short term cust,High earner,low balance,High score
8373,15785167,0,2,0,4,0,0,795,Spain,Male,29,155711,Student,Short term cust,High earner,Very low balance,High score
8374,15646720,0,3,0,7,0,1,628,Spain,Female,55,85890,Working class,Long term cust,Fair earner,Very low balance,Good score
8375,15658614,145400,2,1,7,1,0,565,Germany,Female,38,83844,Working class,Long term cust,Fair earner,low balance,Good score
8376,15704657,72647,1,0,3,0,1,601,France,Male,39,41777,Working class,Short term cust,low earner,low balance,Good score
8377,15567147,0,2,1,4,1,0,802,Spain,Male,40,81908,Working class,Short term cust,Fair earner,Very low balance,High score
8378,15701319,96340,2,1,6,1,1,614,Germany,Female,37,139377,Working class,Long term cust,High earner,low balance,Good score
8379,15745266,0,1,1,6,1,1,434,Spain,Male,55,73562,Working class,Long term cust,Fair earner,Very low balance,low score
8380,15650437,124450,2,1,8,1,0,522,Germany,Male,32,165786,Working class,Long term cust,High earner,low balance,Good score
8381,15764314,113877,2,0,2,0,0,550,Germany,Male,36,174921,Working class,Short term cust,High earner,low balance,Good score
8382,15612594,0,2,1,3,1,0,599,Spain,Male,25,120790,Student,Short term cust,High earner,Very low balance,Good score
8383,15593501,148667,2,0,5,0,0,493,France,Female,36,56092,Working class,Short term cust,Fair earner,low balance,Good score
8384,15804150,0,2,1,3,1,0,755,France,Male,34,158816,Working class,Short term cust,High earner,Very low balance,High score
8385,15649297,111065,2,1,4,1,0,605,France,Female,62,125660,Working class,Short term cust,High earner,low balance,Good score
8386,15641110,0,1,0,0,0,0,708,France,Male,41,128400,Working class,Short term cust,High earner,Very low balance,High score
8387,15660608,158697,1,0,8,0,0,699,France,Male,44,107181,Working class,Long term cust,High earner,Fair balance,High score
8388,15806570,0,1,0,4,0,1,763,France,Female,53,77203,Working class,Short term cust,Fair earner,Very low balance,High score
8389,15715345,0,2,0,6,0,0,743,Spain,Male,25,129740,Student,Long term cust,High earner,Very low balance,High score
8390,15755521,90044,2,1,0,1,1,660,France,Female,48,187604,Working class,Short term cust,High earner,low balance,High score
8391,15579074,84651,1,1,10,1,0,619,Germany,Male,38,184754,Working class,Long term cust,High earner,low balance,Good score
8392,15641158,102128,1,0,3,0,1,739,Germany,Male,32,63981,Working class,Short term cust,Fair earner,low balance,High score
8393,15752507,148846,1,0,9,0,1,769,Germany,Male,60,192831,Working class,Long term cust,High earner,low balance,High score
8394,15597983,154953,1,1,10,1,0,692,France,Male,69,70849,Retired,Long term cust,Fair earner,Fair balance,High score
8395,15586069,108883,1,0,0,0,0,560,France,Female,30,27914,Working class,Short term cust,low earner,low balance,Good score
8396,15655082,112070,3,0,4,0,1,607,France,Female,48,173568,Working class,Short term cust,High earner,low balance,Good score
8397,15720155,131354,1,1,6,1,1,630,Germany,Male,29,9324,Student,Long term cust,low earner,low balance,Good score
8398,15582116,132746,2,0,7,0,1,767,Germany,Female,45,26628,Working class,Long term cust,low earner,low balance,High score
8399,15749365,0,2,1,8,1,0,543,France,Female,34,145601,Working class,Long term cust,High earner,Very low balance,Good score
8400,15632069,125211,2,0,8,0,0,776,France,Male,39,144496,Working class,Long term cust,High earner,low balance,High score
8401,15663134,0,2,1,1,1,1,535,Spain,Male,58,11779,Working class,Short term cust,low earner,Very low balance,Good score
8402,15766683,139422,1,0,6,0,1,549,Germany,Male,36,83983,Working class,Long term cust,Fair earner,low balance,Good score
8403,15707219,0,2,1,4,1,0,844,France,Female,28,123318,Student,Short term cust,High earner,Very low balance,High score
8404,15709232,157099,2,1,5,1,0,586,Germany,Female,47,65481,Working class,Short term cust,Fair earner,Fair balance,Good score
8405,15801351,0,2,0,3,0,0,583,France,Male,40,47728,Working class,Short term cust,low earner,Very low balance,Good score
8406,15578747,83600,1,1,5,1,0,701,Spain,Male,26,59195,Student,Short term cust,Fair earner,low balance,High score
8407,15675626,0,1,0,2,0,0,726,France,Male,28,98060,Student,Short term cust,Fair earner,Very low balance,High score
8408,15583736,81795,2,0,4,0,0,829,Germany,Male,36,90106,Working class,Short term cust,Fair earner,low balance,High score
8409,15590011,129378,1,1,9,1,0,749,Spain,Male,38,13549,Working class,Long term cust,low earner,low balance,High score
8410,15609913,0,1,0,9,0,0,743,France,Female,46,113436,Working class,Long term cust,High earner,Very low balance,High score
8411,15719479,0,2,1,7,1,0,619,Spain,Female,56,42442,Working class,Long term cust,low earner,Very low balance,Good score
8412,15575147,99339,1,0,9,0,1,699,France,Male,22,68297,Student,Long term cust,Fair earner,low balance,High score
8413,15597309,0,2,0,7,0,0,749,Spain,Male,36,80134,Working class,Long term cust,Fair earner,Very low balance,High score
8414,15648367,74430,2,1,6,1,0,600,Germany,Female,29,96051,Student,Long term cust,Fair earner,low balance,Good score
8415,15758031,91241,1,1,3,1,0,760,Spain,Male,38,80682,Working class,Short term cust,Fair earner,low balance,High score
8416,15751771,99092,1,1,2,1,0,528,Germany,Male,32,111149,Working class,Short term cust,High earner,low balance,Good score
8417,15689288,0,2,0,5,0,0,630,France,Female,26,182612,Student,Short term cust,High earner,Very low balance,Good score
8418,15731026,100062,2,0,2,0,0,683,Germany,Female,39,109201,Working class,Short term cust,High earner,low balance,High score
8419,15775809,98723,1,1,6,1,0,677,Germany,Female,26,151146,Student,Long term cust,High earner,low balance,High score
8420,15743076,0,1,1,9,1,0,669,Spain,Male,29,93901,Student,Long term cust,Fair earner,Very low balance,High score
8421,15658258,128760,1,0,6,0,0,693,France,Male,43,36342,Working class,Long term cust,low earner,low balance,High score
8422,15756321,144772,1,0,5,0,1,612,Spain,Female,52,98302,Working class,Short term cust,Fair earner,low balance,Good score
8423,15706799,0,1,0,4,0,1,719,Spain,Male,44,84972,Working class,Short term cust,Fair earner,Very low balance,High score
8424,15775703,71281,1,1,2,1,1,702,France,Male,26,108747,Student,Short term cust,High earner,low balance,High score
8425,15642636,117035,1,1,9,1,0,755,France,Male,29,21862,Student,Long term cust,low earner,low balance,High score
8426,15704651,0,2,0,1,0,0,514,France,Male,26,121551,Student,Short term cust,High earner,Very low balance,Good score
8427,15806771,3768,2,0,0,0,1,753,France,Female,40,177065,Working class,Short term cust,High earner,Very low balance,High score
8428,15566735,108913,2,1,2,1,0,548,Germany,Female,36,140460,Working class,Short term cust,High earner,low balance,Good score
8429,15681671,101100,2,1,2,1,0,850,Germany,Male,28,35337,Student,Short term cust,low earner,low balance,High score
8430,15775949,110615,1,1,7,1,0,612,France,Female,38,193502,Working class,Long term cust,High earner,low balance,Good score
8431,15586752,152143,1,1,8,1,0,628,Germany,Male,33,32174,Working class,Long term cust,low earner,Fair balance,Good score
8432,15582519,121797,1,1,6,1,1,479,France,Male,47,5811,Working class,Long term cust,low earner,low balance,Good score
8433,15658233,109798,1,1,5,1,0,724,France,Female,41,149593,Working class,Short term cust,High earner,low balance,High score
8434,15755330,122403,1,1,7,1,1,512,Germany,Male,41,37439,Working class,Long term cust,low earner,low balance,Good score
8435,15605072,145860,1,1,3,1,1,638,France,Female,43,142763,Working class,Short term cust,High earner,low balance,Good score
8436,15617538,0,2,0,7,0,0,834,Spain,Male,40,45038,Working class,Long term cust,low earner,Very low balance,High score
8437,15591428,0,2,0,9,0,0,781,France,Male,29,172097,Student,Long term cust,High earner,Very low balance,High score
8438,15692142,105086,1,1,7,1,1,707,Germany,Female,48,180344,Working class,Long term cust,High earner,low balance,High score
8439,15692931,114991,1,1,2,1,0,670,France,Male,22,37392,Student,Short term cust,low earner,low balance,High score
8440,15781127,96769,1,1,8,1,0,663,Spain,Female,33,36864,Working class,Long term cust,low earner,low balance,High score
8441,15677136,0,2,0,5,0,0,624,France,Female,23,132418,Student,Short term cust,High earner,Very low balance,Good score
8442,15677828,0,2,0,4,0,0,598,France,Female,34,60894,Working class,Short term cust,Fair earner,Very low balance,Good score
8443,15567897,132725,1,1,5,1,0,619,Germany,Male,23,143913,Student,Short term cust,High earner,low balance,Good score
8444,15793641,0,2,1,3,1,0,792,France,Female,70,172240,Retired,Short term cust,High earner,Very low balance,High score
8445,15678333,0,2,0,7,0,0,683,France,Female,26,86619,Student,Long term cust,Fair earner,Very low balance,High score
8446,15630511,0,2,0,6,0,0,691,France,Female,33,164074,Working class,Long term cust,High earner,Very low balance,High score
8447,15792627,84557,1,1,5,1,0,765,Spain,Female,33,69039,Working class,Short term cust,Fair earner,low balance,High score
8448,15717191,93817,2,1,1,1,1,508,France,Male,49,132468,Working class,Short term cust,High earner,low balance,Good score
8449,15625716,113913,1,1,9,1,0,637,France,Female,33,65316,Working class,Long term cust,Fair earner,low balance,Good score
8450,15710053,140406,2,1,5,1,0,667,Germany,Female,44,57164,Working class,Short term cust,Fair earner,low balance,High score
8451,15580043,105229,1,1,8,1,0,575,Spain,Female,22,34397,Student,Long term cust,low earner,low balance,Good score
8452,15601410,0,3,1,1,1,1,744,Spain,Female,46,177431,Working class,Short term cust,High earner,Very low balance,High score
8453,15684669,137891,1,0,9,0,1,567,France,Female,41,142009,Working class,Long term cust,High earner,low balance,Good score
8454,15619083,0,2,1,6,1,0,502,France,Female,35,80618,Working class,Long term cust,Fair earner,Very low balance,Good score
8455,15692207,0,2,1,6,1,0,609,France,Female,53,124218,Working class,Long term cust,High earner,Very low balance,Good score
8456,15730705,165252,1,0,9,0,0,715,France,Male,37,85286,Working class,Long term cust,Fair earner,Fair balance,High score
8457,15749688,0,2,0,8,0,0,541,France,Male,32,40889,Working class,Long term cust,low earner,Very low balance,Good score
8458,15728542,0,2,1,4,1,0,850,France,Female,71,107236,Retired,Short term cust,High earner,Very low balance,High score
8459,15760063,0,2,1,7,1,0,595,Spain,Male,23,168085,Student,Long term cust,High earner,Very low balance,Good score
8460,15658982,122034,3,1,5,1,1,650,Germany,Female,28,146663,Student,Short term cust,High earner,low balance,High score
8461,15758769,0,1,0,7,0,0,625,France,Female,44,4791,Working class,Long term cust,low earner,Very low balance,Good score
8462,15778481,118962,1,1,1,1,0,817,France,Male,59,120819,Working class,Short term cust,High earner,low balance,High score
8463,15661162,0,1,0,2,0,1,526,Spain,Male,49,114539,Working class,Short term cust,High earner,Very low balance,Good score
8464,15568164,71379,2,1,4,1,0,850,France,Female,34,154000,Working class,Short term cust,High earner,low balance,High score
8465,15601569,171178,1,0,2,0,1,598,France,Female,40,137980,Working class,Short term cust,High earner,Fair balance,Good score
8466,15772383,131307,1,0,9,0,0,613,France,Male,36,83343,Working class,Long term cust,Fair earner,low balance,Good score
8467,15667456,0,2,1,3,1,0,709,Spain,Male,62,82195,Working class,Short term cust,Fair earner,Very low balance,High score
8468,15672983,87099,2,0,5,0,0,678,Spain,Female,27,149550,Student,Short term cust,High earner,low balance,High score
8469,15799534,183135,2,1,5,1,0,720,France,Male,71,197688,Retired,Short term cust,High earner,Fair balance,High score
8470,15582847,0,2,1,0,1,0,662,France,Male,26,72929,Student,Short term cust,Fair earner,Very low balance,High score
8471,15612478,0,3,0,10,0,1,525,France,Male,51,171045,Working class,Long term cust,High earner,Very low balance,Good score
8472,15709621,0,2,1,3,1,0,662,France,Male,31,27731,Working class,Short term cust,low earner,Very low balance,High score
8473,15802009,0,2,1,6,1,0,770,France,Female,33,126131,Working class,Long term cust,High earner,Very low balance,High score
8474,15698816,72535,1,1,4,1,0,721,Spain,Female,33,103931,Working class,Short term cust,High earner,low balance,High score
8475,15574830,128137,2,0,2,0,1,633,Germany,Male,58,147635,Working class,Short term cust,High earner,low balance,Good score
8476,15603082,0,2,0,9,0,0,701,France,Male,51,61961,Working class,Long term cust,Fair earner,Very low balance,High score
8477,15685947,115915,2,1,0,1,1,556,Germany,Male,42,125435,Working class,Short term cust,High earner,low balance,Good score
8478,15643048,0,2,1,0,1,0,639,France,Male,66,42240,Retired,Short term cust,low earner,Very low balance,Good score
8479,15807568,0,2,0,2,0,0,632,France,Male,50,57942,Working class,Short term cust,Fair earner,Very low balance,Good score
8480,15597591,107000,1,1,5,1,0,456,France,Male,29,153419,Student,Short term cust,High earner,low balance,Good score
8481,15747558,0,2,0,10,0,0,729,Spain,Female,38,189727,Working class,Long term cust,High earner,Very low balance,High score
8482,15756655,0,2,0,2,0,0,632,France,Female,34,165385,Working class,Short term cust,High earner,Very low balance,Good score
8483,15589949,152806,1,0,9,0,0,433,Spain,Male,34,19687,Working class,Long term cust,low earner,Fair balance,low score
8484,15601012,92887,1,0,3,0,1,802,France,Female,60,39473,Working class,Short term cust,low earner,low balance,High score
8485,15724269,0,2,1,7,1,0,670,France,Male,25,144723,Student,Long term cust,High earner,Very low balance,High score
8486,15567506,114940,2,1,6,1,1,738,Germany,Female,40,194895,Working class,Long term cust,High earner,low balance,High score
8487,15791877,140641,2,1,0,1,0,706,Germany,Male,34,77271,Working class,Short term cust,Fair earner,low balance,High score
8488,15794360,71816,2,0,5,0,1,592,Germany,Female,70,105096,Retired,Short term cust,High earner,low balance,Good score
8489,15686538,0,2,1,7,1,0,522,France,Female,41,176780,Working class,Long term cust,High earner,Very low balance,Good score
8490,15585985,165282,1,0,5,0,1,746,France,Male,48,153786,Working class,Short term cust,High earner,Fair balance,High score
8491,15699257,143145,2,0,2,0,0,651,Spain,Male,42,43612,Working class,Short term cust,low earner,low balance,High score
8492,15804104,114731,2,1,9,1,0,494,France,Male,28,79479,Student,Long term cust,Fair earner,low balance,Good score
8493,15727619,113909,3,0,9,0,1,753,Germany,Female,46,92320,Working class,Long term cust,Fair earner,low balance,High score
8494,15740237,116695,1,0,2,0,0,671,Germany,Male,36,193201,Working class,Short term cust,High earner,low balance,High score
8495,15801436,0,1,0,4,0,1,696,France,Male,42,126353,Working class,Short term cust,High earner,Very low balance,High score
8496,15705735,0,2,1,3,1,0,577,Spain,Male,43,135008,Working class,Short term cust,High earner,Very low balance,Good score
8497,15649359,0,2,1,1,1,0,587,France,Male,36,17135,Working class,Short term cust,low earner,Very low balance,Good score
8498,15624892,93978,2,0,7,0,0,712,Germany,Male,37,60651,Working class,Long term cust,Fair earner,low balance,High score
8499,15784918,121968,2,1,2,1,0,498,Germany,Male,35,188343,Working class,Short term cust,High earner,low balance,Good score
8500,15584785,97324,1,0,2,0,0,660,France,Male,37,23291,Working class,Short term cust,low earner,low balance,High score
8501,15797197,0,2,0,6,0,0,678,Spain,Male,29,64443,Student,Long term cust,Fair earner,Very low balance,High score
8502,15574858,0,2,1,8,1,0,530,France,Male,37,287,Working class,Long term cust,low earner,Very low balance,Good score
8503,15794101,0,2,1,2,1,0,559,France,Female,48,137961,Working class,Short term cust,High earner,Very low balance,Good score
8504,15743245,145155,1,0,3,0,1,624,France,Male,42,72169,Working class,Short term cust,Fair earner,low balance,Good score
8505,15791535,137222,1,0,5,0,0,592,France,Male,28,39608,Student,Short term cust,low earner,low balance,Good score
8506,15605215,0,2,1,9,1,0,767,France,Male,48,175458,Working class,Long term cust,High earner,Very low balance,High score
8507,15771749,114268,2,1,5,1,0,653,Germany,Female,38,89524,Working class,Short term cust,Fair earner,low balance,High score
8508,15616833,0,2,1,2,1,0,678,Spain,Male,27,13221,Student,Short term cust,low earner,Very low balance,High score
8509,15750728,0,1,0,2,0,0,586,Spain,Female,42,102889,Working class,Short term cust,High earner,Very low balance,Good score
8510,15769353,150490,1,0,8,0,1,550,France,Female,40,166468,Working class,Long term cust,High earner,low balance,Good score
8511,15770091,160858,2,0,9,0,0,643,Germany,Male,28,27149,Student,Long term cust,low earner,Fair balance,Good score
8512,15716420,170288,1,1,5,1,0,612,Spain,Male,39,59601,Working class,Short term cust,Fair earner,Fair balance,Good score
8513,15740602,111568,1,1,4,1,0,674,Germany,Female,27,22026,Student,Short term cust,low earner,low balance,High score
8514,15796071,83889,1,0,7,0,0,657,Spain,Male,29,153059,Student,Long term cust,High earner,low balance,High score
8515,15811389,171982,2,1,0,1,0,724,Germany,Female,35,167313,Working class,Short term cust,High earner,Fair balance,High score
8516,15783875,0,2,0,4,0,0,500,France,Female,34,12833,Working class,Short term cust,low earner,Very low balance,Good score
8517,15671800,137624,2,1,8,1,0,688,France,Male,20,197582,Student,Long term cust,High earner,low balance,High score
8518,15677288,121159,1,0,3,0,1,599,France,Male,50,4033,Working class,Short term cust,low earner,low balance,Good score
8519,15633525,0,2,1,7,1,0,631,France,Male,29,125877,Student,Long term cust,High earner,Very low balance,Good score
8520,15634606,0,2,1,1,1,0,634,Spain,Male,52,176913,Working class,Short term cust,High earner,Very low balance,Good score
8521,15579207,91184,1,0,3,0,0,545,France,Male,37,105476,Working class,Short term cust,High earner,low balance,Good score
8522,15619892,0,2,0,8,0,0,644,Spain,Male,18,59172,Student,Long term cust,Fair earner,Very low balance,Good score
8523,15567778,144027,1,1,1,1,1,690,Germany,Female,54,108731,Working class,Short term cust,High earner,low balance,High score
8524,15711750,0,2,1,6,1,0,711,France,Female,34,175310,Working class,Long term cust,High earner,Very low balance,High score
8525,15751084,140170,1,1,8,1,0,712,France,Female,29,38170,Student,Long term cust,low earner,low balance,High score
8526,15768945,62092,1,1,1,1,0,627,France,Male,27,105887,Student,Short term cust,High earner,low balance,Good score
8527,15586931,0,1,1,3,1,0,694,Spain,Male,39,95625,Working class,Short term cust,Fair earner,Very low balance,High score
8528,15636353,0,2,0,4,0,0,534,Spain,Male,35,9541,Working class,Short term cust,low earner,Very low balance,Good score
8529,15623858,0,1,0,9,0,0,603,France,Male,45,148516,Working class,Long term cust,High earner,Very low balance,Good score
8530,15703354,103516,1,0,2,0,0,808,France,Female,33,113907,Working class,Short term cust,High earner,low balance,High score
8531,15663987,0,3,0,1,0,1,723,Spain,Male,30,164647,Working class,Short term cust,High earner,Very low balance,High score
8532,15780805,0,2,0,2,0,1,585,France,Female,35,98621,Working class,Short term cust,Fair earner,Very low balance,Good score
8533,15768566,0,2,1,8,1,0,706,France,Male,34,37479,Working class,Long term cust,low earner,Very low balance,High score
8534,15643229,0,2,1,6,1,0,671,France,Female,31,15846,Working class,Long term cust,low earner,Very low balance,High score
8535,15754940,85162,1,1,2,1,1,597,Spain,Male,43,5104,Working class,Short term cust,low earner,low balance,Good score
8536,15676576,143061,1,0,8,0,0,646,France,Female,43,61937,Working class,Long term cust,Fair earner,low balance,Good score
8537,15800068,0,2,1,6,1,0,801,Spain,Female,46,170008,Working class,Long term cust,High earner,Very low balance,High score
8538,15648030,137388,2,0,5,0,0,731,Spain,Female,33,165000,Working class,Short term cust,High earner,low balance,High score
8539,15668594,137712,1,1,1,1,0,620,Germany,Female,25,76197,Student,Short term cust,Fair earner,low balance,Good score
8540,15728709,106901,2,0,7,0,0,484,Germany,Male,40,118045,Working class,Long term cust,High earner,low balance,Good score
8541,15724181,105603,2,1,5,1,0,647,Spain,Male,47,157360,Working class,Short term cust,High earner,low balance,Good score
8542,15647546,150679,2,1,8,1,0,688,Germany,Female,40,196226,Working class,Long term cust,High earner,low balance,High score
8543,15702601,108300,2,1,4,1,1,680,Germany,Male,30,44384,Working class,Short term cust,low earner,low balance,High score
8544,15567725,52016,2,1,7,1,0,689,France,Female,46,72993,Working class,Long term cust,Fair earner,low balance,High score
8545,15674179,60515,1,0,7,0,0,513,Germany,Male,34,124571,Working class,Long term cust,High earner,low balance,Good score
8546,15686957,158584,2,0,2,0,0,553,Germany,Male,35,43640,Working class,Short term cust,low earner,Fair balance,Good score
8547,15607690,118812,2,0,2,0,0,689,Germany,Male,47,31121,Working class,Short term cust,low earner,low balance,High score
8548,15806546,0,1,0,4,0,0,517,Spain,Male,46,22372,Working class,Short term cust,low earner,Very low balance,Good score
8549,15632850,0,2,1,8,1,0,731,France,Male,37,170338,Working class,Long term cust,High earner,Very low balance,High score
8550,15709016,91219,1,0,1,0,1,687,Germany,Female,47,158845,Working class,Short term cust,High earner,low balance,High score
8551,15638068,0,2,0,7,0,0,507,Spain,Male,32,67926,Working class,Long term cust,Fair earner,Very low balance,Good score
8552,15749345,76318,1,1,1,1,0,468,France,Female,22,194783,Student,Short term cust,High earner,low balance,Good score
8553,15791321,0,1,0,4,0,0,682,Spain,Female,58,176036,Working class,Short term cust,High earner,Very low balance,High score
8554,15699095,0,1,1,3,1,1,603,France,Female,24,198826,Student,Short term cust,High earner,Very low balance,Good score
8555,15638329,111432,1,1,1,1,0,522,Germany,Male,25,168683,Student,Short term cust,High earner,low balance,Good score
8556,15575445,150148,1,0,10,0,0,629,Spain,Male,41,6936,Working class,Long term cust,low earner,low balance,Good score
8557,15752622,38550,1,1,7,1,0,729,France,Female,32,179230,Working class,Long term cust,High earner,Very low balance,High score
8558,15774507,119013,1,0,5,0,0,574,France,Female,39,103421,Working class,Short term cust,High earner,low balance,Good score
8559,15570857,111213,2,1,0,1,0,677,Germany,Female,39,147578,Working class,Short term cust,High earner,low balance,High score
8560,15599386,71097,1,1,5,1,0,627,Germany,Male,28,130504,Student,Short term cust,High earner,low balance,Good score
8561,15744913,109632,1,1,10,1,0,788,Spain,Male,36,16149,Working class,Long term cust,low earner,low balance,High score
8562,15647292,148368,1,0,7,0,1,697,France,Male,63,118862,Working class,Long term cust,High earner,low balance,High score
8563,15728838,148600,1,0,1,0,1,578,France,Male,45,143397,Working class,Short term cust,High earner,low balance,Good score
